4.258586202214698635e-01,9.684392046139988965e-04,8.855980874508440764e-03,1.274900072858984289e-03
8.040379667763565205e-04,5.430330603684776353e-04,5.533455001149219232e-04,1.854244794889342296e-01
5.610609824879008757e-04,2.458646100471186587e-04,1.484080132393512854e-04,2.787069359824632664e-01
2.929861233614021107e-04,4.523454519937191928e-04,1.966458001702627977e-04,5.230660579373044849e-02
7.451824155487867252e-01,3.881056388837567962e-04,6.386395098337790174e-04,4.531373410172553906e-04
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.757980846533338352e-04,6.138965114782262284e-11,1.149674846688799437e-10,6.272042612016279777e-14
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.327968326680737266e-04,1.919868425721096318e-04,5.643920043013953263e-05,7.168781380015512017e-01
2.918585463514661131e-04,1.423402781924969773e-01,6.471655657168016388e-05,2.110166572288113725e-04
1.626857544032064840e-02,2.609774120215434484e-06,1.094699675018382800e-05,2.049189369130886160e-07
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.777126683949139085e-03,2.967563366915743073e-02,9.489039941135561929e-01,3.424079035603272425e-02
4.226732444046502057e-02,9.954951109032933454e-01,1.477342150640237328e-02,2.153542956712273249e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
