0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.418352047320799780e+00,-2.363912170241558641e+00,-2.418312553107542673e+00,-2.363795752236413250e+00,-2.273251840000003909e+00,-1.136234547489355151e+01
-1.870078776710529578e+00,-1.450620635607515307e+00,-1.870055465060477262e+00,-1.450267051710464772e+00,-7.504000000000046189e-01,-1.044632370559012990e+01
-2.363913858618057695e+00,-2.273218052644979892e+00,-2.363916063874214046e+00,-2.273204852323091885e+00,-2.122086400000003259e+00,-1.127148687833264340e+01
-2.496191501553683967e+00,-2.496605920277206181e+00,-2.496191501548695513e+00,-2.496434205032904696e+00,-1.080334778594042788e+01,-1.065351872932205879e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.496191501532369461e+00,-2.496223880112238280e+00,-2.496191501532683432e+00,-2.496480855623212314e+00,-9.078366162571818165e+00,-9.935964617179562808e+00
-2.482368061308237728e+00,-2.485333905314011105e+00,-2.482368061446990737e+00,-2.483950970233442579e+00,-8.937695901766993245e+00,-9.432022783081462691e+00
-2.273251840000003909e+00,-2.318601361154086771e+00,-2.336433375386119948e+00,-2.326191987745565015e+00,-7.387233660764797705e+00,-8.148113959216956914e+00
-2.470613438464000389e+00,-2.474175283804946890e+00,-2.479276540778146298e+00,-2.473516906404461757e+00,-1.036589939277118511e+01,-1.085845698182370178e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.451022397440000944e+00,-2.459602795084001592e+00,-2.461100641336025241e+00,-2.457273555963465750e+00,-1.047607743505591138e+01,-1.020770371315149561e+01
-2.489420837205191361e+00,-2.490419241523929461e+00,-2.489420837239919582e+00,-2.490205185158991696e+00,-9.269587310382986445e+00,-9.548115892146478600e+00
