2.215139067207570756e-01,1.051140269203777386e-02,7.115225173657417634e-03,9.104855780515321451e-04
7.338353867120075980e-03,1.925385065743537728e-04,4.744147594057379885e-05,3.046349660450122787e-01
4.865121572534482526e-04,9.607853433667103062e-05,5.264257670898334551e-05,3.868069098808024631e-01
1.343139477955654603e-06,8.174647948924916238e-04,7.260591992579524048e-04,6.044034359003854634e-02
3.889099518414495527e-01,5.731314504358007988e-03,6.586545448346097734e-05,6.922755885439325647e-05
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.319584733928698794e-02,2.342949158889118276e-14,1.626815648452012787e-09,4.173138169253873436e-13
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.730256116668668132e-03,5.065802081336547456e-08,8.486066629865158520e-06,2.864760354184398561e-01
8.878596743213158110e-06,6.560037669261841176e-01,1.915924911750712528e-03,1.631070627049256358e-03
3.104222464211612853e-01,9.471171190137729363e-05,5.403930964363591572e-06,2.977213323127871693e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.457500756289044047e-03,8.555625576698991375e-03,7.508540210308721763e-01,5.509020109967961709e-03
2.923360040669967241e-02,9.789777051591888046e-01,3.220948176906532345e-02,2.718948703270663431e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
